Stimulus,Type,log_freq_HAL,correct_response,the_font,the_font2,the_jpeg,phase,set,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,which_spreadsheet,intro_text.started,intro_text.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,image_practice.started,image_practice.stopped,response_practice.keys,response_practice.corr,response_practice.rt,response_practice.started,response_practice.stopped,feedback_text.started,feedback_text.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,image_comic.started,image_comic.stopped,image_georgia.started,image_georgia.stopped,text_end.started,text_end.stopped,participant,date,expName,psychopyVersion,frameRate,
gour,non-word,None,n,georgia,2,Georgia71.jpeg,experimental,A,,,,,0,63,63,70,,,,,,,,,,,,,,,,,,,,,,,n,1,0.7893304579920368,118.07742191699799,None,None,None,118.07742191699799,None,,,EL923,2022_Feb_02_0935,LexicalDescionTrial,2021.2.3,59.785429852147495,
watt,word,8.145,w,georgia,2,Georgia30.jpeg,experimental,A,,,,,0,64,64,29,,,,,,,,,,,,,,,,,,,,,,,n,0,0.8074572490004357,118.91139612499683,None,None,None,118.91139612499683,None,,,EL923,2022_Feb_02_0935,LexicalDescionTrial,2021.2.3,59.785429852147495,
atus,non-word,None,n,comic sans,1,ComicSans42.jpeg,experimental,A,,,,,0,65,65,41,,,,,,,,,,,,,,,,,,,,,,,n,1,0.6375493740051752,119.76133029200719,None,119.76133029200719,None,None,None,,,EL923,2022_Feb_02_0935,LexicalDescionTrial,2021.2.3,59.785429852147495,
muin,non-word,None,n,georgia,2,Georgia67.jpeg,experimental,A,,,,,0,66,66,66,,,,,,,,,,,,,,,,,,,,,,,n,1,0.6503082909912337,120.44536779201007,None,None,None,120.44536779201007,None,,,EL923,2022_Feb_02_0935,LexicalDescionTrial,2021.2.3,59.785429852147495,
otey,non-word,None,n,georgia,2,Georgia63.jpeg,experimental,A,,,,,0,67,67,62,,,,,,,,,,,,,,,,,,,,,,,n,1,0.7264403320004931,121.1280427090096,None,None,None,121.1280427090096,None,,,EL923,2022_Feb_02_0935,LexicalDescionTrial,2021.2.3,59.785429852147495,
powl,non-word,None,n,comic sans,1,ComicSans60.jpeg,experimental,A,,,,,0,68,68,59,,,,,,,,,,,,,,,,,,,,,,,n,1,1.1820563329965807,121.89455158400233,None,121.89455158400233,None,None,None,,,EL923,2022_Feb_02_0935,LexicalDescionTrial,2021.2.3,59.785429852147495,
rine,non-word,None,n,comic sans,1,ComicSans48.jpeg,experimental,A,,,,,0,69,69,47,,,,,,,,,,,,,,,,,,,,,,,n,1,0.968468249993748,123.11089983400598,None,123.11089983400598,None,None,None,,,EL923,2022_Feb_02_0935,LexicalDescionTrial,2021.2.3,59.785429852147495,
loth,non-word,None,n,comic sans,1,ComicSans56.jpeg,experimental,A,,,,,0,70,70,55,,,,,,,,,,,,,,,,,,,,,,,n,1,1.0957009569974616,124.11167512500833,None,124.11167512500833,None,None,None,,,EL923,2022_Feb_02_0935,LexicalDescionTrial,2021.2.3,59.785429852147495,
hail,word,8.079,w,comic sans,1,ComicSans5.jpeg,experimental,A,,,,,0,71,71,4,,,,,,,,,,,,,,,,,,,,,,,w,1,0.6864251660008449,125.24765941700025,None,125.24765941700025,None,None,None,,,EL923,2022_Feb_02_0935,LexicalDescionTrial,2021.2.3,59.785429852147495,
runk,non-word,None,n,comic sans,1,ComicSans54.jpeg,experimental,A,,,,,0,72,72,53,,,,,,,,,,,,,,,,,,,,,,,n,1,0.7162922489951598,125.98126724999747,None,125.98126724999747,None,None,None,,,EL923,2022_Feb_02_0935,LexicalDescionTrial,2021.2.3,59.785429852147495,
lerm,non-word,None,n,georgia,2,Georgia74.jpeg,experimental,A,,,,,0,73,73,73,,,,,,,,,,,,,,,,,,,,,,,n,1,0.6707513319997815,126.72945754200919,None,None,None,126.72945754200919,None,,,EL923,2022_Feb_02_0935,LexicalDescionTrial,2021.2.3,59.785429852147495,
hilp,non-word,None,n,comic sans,1,ComicSans59.jpeg,experimental,A,,,,,0,74,74,58,,,,,,,,,,,,,,,,,,,,,,,n,1,0.8670114570122678,127.44646570899931,None,127.44646570899931,None,None,None,,,EL923,2022_Feb_02_0935,LexicalDescionTrial,2021.2.3,59.785429852147495,
ture,non-word,None,n,comic sans,1,ComicSans46.jpeg,experimental,A,,,,,0,75,75,45,,,,,,,,,,,,,,,,,,,,,,,n,1,0.8067743739957223,128.34473908400105,None,128.34473908400105,None,None,None,,,EL923,2022_Feb_02_0935,LexicalDescionTrial,2021.2.3,59.785429852147495,
gosh,word,8.054,w,comic sans,1,ComicSans1.jpeg,experimental,A,,,,,0,76,76,0,,,,,,,,,,,,,,,,,,,,,,,w,1,0.6956624160084175,129.1941291670082,None,129.1941291670082,None,None,None,,,EL923,2022_Feb_02_0935,LexicalDescionTrial,2021.2.3,59.785429852147495,
atom,word,8.134,w,georgia,2,Georgia21.jpeg,experimental,A,,,,,0,77,77,20,,,,,,,,,,,,,,,,,,,,,,,w,1,0.7731943739927374,129.92889962501067,None,None,None,129.92889962501067,None,,,EL923,2022_Feb_02_0935,LexicalDescionTrial,2021.2.3,59.785429852147495,
nets,word,8.142,w,georgia,2,Georgia26.jpeg,experimental,A,,,,,0,78,78,25,,,,,,,,,,,,,,,,,,,,,,,w,1,0.9879427910054801,130.7465357500041,None,None,None,130.7465357500041,None,,,EL923,2022_Feb_02_0935,LexicalDescionTrial,2021.2.3,59.785429852147495,
gips,non-word,None,n,georgia,2,Georgia75.jpeg,experimental,A,,,,,0,79,79,74,,,,,,,,,,,,,,,,,,,,,,,n,1,0.9958418739988701,131.77953625000373,None,None,None,131.77953625000373,None,,,EL923,2022_Feb_02_0935,LexicalDescionTrial,2021.2.3,59.785429852147495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.79692433400487,None,,,,,,
