Stimulus,Type,log_freq_HAL,correct_response,the_font,the_font2,the_jpeg,phase,set,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,which_spreadsheet,intro_text.started,intro_text.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,image_practice.started,image_practice.stopped,response_practice.keys,response_practice.corr,response_practice.started,response_practice.stopped,feedback_text.started,feedback_text.stopped,response_practice.rt,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,image_comic.started,image_comic.stopped,image_georgia.started,image_georgia.stopped,text_end.started,text_end.stopped,participant,date,expName,psychopyVersion,frameRate,
flut,non-word,None,n,georgia,2,Georgia69.jpeg,experimental,A,,,,,0,57,57,68,,,,,,,,,,,,,,,,,,,,,,,n,1,0.9940709990041796,119.90180649998365,None,None,None,119.90180649998365,None,,,EU107,2022_Feb_04_0931,LexicalDescionTrial,2021.2.3,60.13048314096329,
sore,word,8.118,w,comic sans,1,ComicSans17.jpeg,experimental,A,,,,,0,58,58,16,,,,,,,,,,,,,,,,,,,,,,,w,1,0.785776332981186,120.933528708003,None,120.933528708003,None,None,None,,,EU107,2022_Feb_04_0931,LexicalDescionTrial,2021.2.3,60.13048314096329,
nets,word,8.142,w,georgia,2,Georgia26.jpeg,experimental,A,,,,,0,59,59,25,,,,,,,,,,,,,,,,,,,,,,,n,0,0.91104812498088,121.74956245798967,None,None,None,121.74956245798967,None,,,EU107,2022_Feb_04_0931,LexicalDescionTrial,2021.2.3,60.13048314096329,
plaw,non-word,None,n,comic sans,1,ComicSans52.jpeg,experimental,A,,,,,0,60,60,51,,,,,,,,,,,,,,,,,,,,,,,n,1,1.4964305409812368,122.70093724998878,None,122.70093724998878,None,None,None,,,EU107,2022_Feb_04_0931,LexicalDescionTrial,2021.2.3,60.13048314096329,
woke,word,8.078,w,comic sans,1,ComicSans4.jpeg,experimental,A,,,,,0,61,61,3,,,,,,,,,,,,,,,,,,,,,,,w,1,0.6294733330141753,124.23632616599207,None,124.23632616599207,None,None,None,,,EU107,2022_Feb_04_0931,LexicalDescionTrial,2021.2.3,60.13048314096329,
mons,non-word,None,n,comic sans,1,ComicSans45.jpeg,experimental,A,,,,,0,62,62,44,,,,,,,,,,,,,,,,,,,,,,,n,1,1.1799588750000112,124.902611041005,None,124.902611041005,None,None,None,,,EU107,2022_Feb_04_0931,LexicalDescionTrial,2021.2.3,60.13048314096329,
poet,word,8.147,w,georgia,2,Georgia31.jpeg,experimental,A,,,,,0,63,63,30,,,,,,,,,,,,,,,,,,,,,,,w,1,0.8927266669925302,126.11950562498532,None,None,None,126.11950562498532,None,,,EU107,2022_Feb_04_0931,LexicalDescionTrial,2021.2.3,60.13048314096329,
daxy,non-word,None,n,georgia,2,Georgia78.jpeg,experimental,A,,,,,0,64,64,77,,,,,,,,,,,,,,,,,,,,,,,n,1,0.8111679170106072,127.05106941598933,None,None,None,127.05106941598933,None,,,EU107,2022_Feb_04_0931,LexicalDescionTrial,2021.2.3,60.13048314096329,
babe,word,8.059,w,comic sans,1,ComicSans2.jpeg,experimental,A,,,,,0,65,65,1,,,,,,,,,,,,,,,,,,,,,,,w,1,0.5900777500064578,127.90006954100681,None,127.90006954100681,None,None,None,,,EU107,2022_Feb_04_0931,LexicalDescionTrial,2021.2.3,60.13048314096329,
powl,non-word,None,n,comic sans,1,ComicSans60.jpeg,experimental,A,,,,,0,66,66,59,,,,,,,,,,,,,,,,,,,,,,,w,0,1.9797266669920646,128.53414208299364,None,128.53414208299364,None,None,None,,,EU107,2022_Feb_04_0931,LexicalDescionTrial,2021.2.3,60.13048314096329,
woad,non-word,None,n,comic sans,1,ComicSans55.jpeg,experimental,A,,,,,0,67,67,54,,,,,,,,,,,,,,,,,,,,,,,n,1,1.4505476240010466,130.55044579098467,None,130.55044579098467,None,None,None,,,EU107,2022_Feb_04_0931,LexicalDescionTrial,2021.2.3,60.13048314096329,
ears,word,8.15,w,georgia,2,Georgia32.jpeg,experimental,A,,,,,0,68,68,31,,,,,,,,,,,,,,,,,,,,,,,w,1,0.6461680829816032,132.03443137501017,None,None,None,132.03443137501017,None,,,EU107,2022_Feb_04_0931,LexicalDescionTrial,2021.2.3,60.13048314096329,
span,word,8.134,w,georgia,2,Georgia22.jpeg,experimental,A,,,,,0,69,69,21,,,,,,,,,,,,,,,,,,,,,,,n,0,0.9720362910011318,132.71716945798835,None,None,None,132.71716945798835,None,,,EU107,2022_Feb_04_0931,LexicalDescionTrial,2021.2.3,60.13048314096329,
spew,word,8.117,w,comic sans,1,ComicSans16.jpeg,experimental,A,,,,,0,70,70,15,,,,,,,,,,,,,,,,,,,,,,,n,0,1.487076707999222,133.73285341600422,None,133.73285341600422,None,None,None,,,EU107,2022_Feb_04_0931,LexicalDescionTrial,2021.2.3,60.13048314096329,
jets,word,8.081,w,comic sans,1,ComicSans7.jpeg,experimental,A,,,,,0,71,71,6,,,,,,,,,,,,,,,,,,,,,,,w,1,0.575078998983372,135.25280804099748,None,135.25280804099748,None,None,None,,,EU107,2022_Feb_04_0931,LexicalDescionTrial,2021.2.3,60.13048314096329,
joet,non-word,None,n,georgia,2,Georgia61.jpeg,experimental,A,,,,,0,72,72,60,,,,,,,,,,,,,,,,,,,,,,,n,1,1.2007410830119625,135.86744487500982,None,None,None,135.86744487500982,None,,,EU107,2022_Feb_04_0931,LexicalDescionTrial,2021.2.3,60.13048314096329,
peam,non-word,None,n,georgia,2,Georgia64.jpeg,experimental,A,,,,,0,73,73,63,,,,,,,,,,,,,,,,,,,,,,,n,1,1.723652165994281,137.10144216599292,None,None,None,137.10144216599292,None,,,EU107,2022_Feb_04_0931,LexicalDescionTrial,2021.2.3,60.13048314096329,
hilp,non-word,None,n,comic sans,1,ComicSans59.jpeg,experimental,A,,,,,0,74,74,58,,,,,,,,,,,,,,,,,,,,,,,n,1,0.7414944990014192,138.86787149999873,None,138.86787149999873,None,None,None,,,EU107,2022_Feb_04_0931,LexicalDescionTrial,2021.2.3,60.13048314096329,
gelp,non-word,None,n,comic sans,1,ComicSans58.jpeg,experimental,A,,,,,0,75,75,57,,,,,,,,,,,,,,,,,,,,,,,n,1,0.8288464579964057,139.65170208300697,None,139.65170208300697,None,None,None,,,EU107,2022_Feb_04_0931,LexicalDescionTrial,2021.2.3,60.13048314096329,
runk,non-word,None,n,comic sans,1,ComicSans54.jpeg,experimental,A,,,,,0,76,76,53,,,,,,,,,,,,,,,,,,,,,,,n,1,0.5946359580266289,140.51851270798943,None,140.51851270798943,None,None,None,,,EU107,2022_Feb_04_0931,LexicalDescionTrial,2021.2.3,60.13048314096329,
bets,word,8.085,w,comic sans,1,ComicSans8.jpeg,experimental,A,,,,,0,77,77,7,,,,,,,,,,,,,,,,,,,,,,,w,1,0.7907782080001198,141.15129016598803,None,141.15129016598803,None,None,None,,,EU107,2022_Feb_04_0931,LexicalDescionTrial,2021.2.3,60.13048314096329,
cial,non-word,None,n,georgia,2,Georgia77.jpeg,experimental,A,,,,,0,78,78,76,,,,,,,,,,,,,,,,,,,,,,,n,1,0.6260475830058567,141.98402816598536,None,None,None,141.98402816598536,None,,,EU107,2022_Feb_04_0931,LexicalDescionTrial,2021.2.3,60.13048314096329,
cone,word,8.72,w,georgia,2,Georgia34.jpeg,experimental,A,,,,,0,79,79,33,,,,,,,,,,,,,,,,,,,,,,,w,1,0.8841004579735454,142.65346154099097,None,None,None,142.65346154099097,None,,,EU107,2022_Feb_04_0931,LexicalDescionTrial,2021.2.3,60.13048314096329,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.5701840829861,None,,,,,,
