Stimulus,Type,log_freq_HAL,correct_response,the_font,the_font2,the_jpeg,phase,set,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,which_spreadsheet,intro_text.started,intro_text.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,image_practice.started,image_practice.stopped,response_practice.keys,response_practice.corr,response_practice.started,response_practice.stopped,feedback_text.started,feedback_text.stopped,response_practice.rt,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,image_comic.started,image_comic.stopped,image_georgia.started,image_georgia.stopped,text_end.started,text_end.stopped,participant,date,expName,psychopyVersion,frameRate,
sore,word,8.118,w,georgia,2,Georgia17.jpeg,experimental,B,,,,,0,67,67,16,,,,,,,,,,,,,,,,,,,,,,,w,1,0.7195130420004716,150.35009004200037,None,None,None,150.35009004200037,None,,,EV468,2022_Jan_31_1103,LexicalDescionTrial,2021.2.3,59.8954224725242,
tray,word,8.126,w,georgia,2,Georgia19.jpeg,experimental,B,,,,,0,68,68,18,,,,,,,,,,,,,,,,,,,,,,,w,1,0.693006792000233,151.09942350000074,None,None,None,151.09942350000074,None,,,EV468,2022_Jan_31_1103,LexicalDescionTrial,2021.2.3,59.8954224725242,
voar,non-word,None,n,comic sans,1,ComicSans70.jpeg,experimental,B,,,,,0,69,69,69,,,,,,,,,,,,,,,,,,,,,,,n,1,0.7212986659997114,151.8329279590007,None,151.8329279590007,None,None,None,,,EV468,2022_Jan_31_1103,LexicalDescionTrial,2021.2.3,59.8954224725242,
hail,word,8.079,w,georgia,2,Georgia5.jpeg,experimental,B,,,,,0,70,70,4,,,,,,,,,,,,,,,,,,,,,,,w,1,0.6620931669995116,152.6015529590004,None,None,None,152.6015529590004,None,,,EV468,2022_Jan_31_1103,LexicalDescionTrial,2021.2.3,59.8954224725242,
bulb,word,8.085,w,georgia,2,Georgia9.jpeg,experimental,B,,,,,0,71,71,8,,,,,,,,,,,,,,,,,,,,,,,w,1,0.6564544580005531,153.30116700000053,None,None,None,153.30116700000053,None,,,EV468,2022_Jan_31_1103,LexicalDescionTrial,2021.2.3,59.8954224725242,
coil,word,8.127,w,georgia,2,Georgia20.jpeg,experimental,B,,,,,0,72,72,19,,,,,,,,,,,,,,,,,,,,,,,w,1,0.881482166000751,154.00042841700088,None,None,None,154.00042841700088,None,,,EV468,2022_Jan_31_1103,LexicalDescionTrial,2021.2.3,59.8954224725242,
poet,word,8.147,w,comic sans,1,ComicSans31.jpeg,experimental,B,,,,,0,73,73,30,,,,,,,,,,,,,,,,,,,,,,,w,1,0.740168457999971,154.9157723340004,None,154.9157723340004,None,None,None,,,EV468,2022_Jan_31_1103,LexicalDescionTrial,2021.2.3,59.8954224725242,
bean,word,8.182,w,comic sans,1,ComicSans36.jpeg,experimental,B,,,,,0,74,74,35,,,,,,,,,,,,,,,,,,,,,,,w,1,0.7484570000005988,155.69895329200062,None,155.69895329200062,None,None,None,,,EV468,2022_Jan_31_1103,LexicalDescionTrial,2021.2.3,59.8954224725242,
powl,non-word,None,n,georgia,2,Georgia60.jpeg,experimental,B,,,,,0,75,75,59,,,,,,,,,,,,,,,,,,,,,,,n,1,0.9706123750002007,156.48442583400083,None,None,None,156.48442583400083,None,,,EV468,2022_Jan_31_1103,LexicalDescionTrial,2021.2.3,59.8954224725242,
otey,non-word,None,n,comic sans,1,ComicSans63.jpeg,experimental,B,,,,,0,76,76,62,,,,,,,,,,,,,,,,,,,,,,,n,1,0.7668764579993876,157.49939529200037,None,157.49939529200037,None,None,None,,,EV468,2022_Jan_31_1103,LexicalDescionTrial,2021.2.3,59.8954224725242,
ears,word,8.15,w,comic sans,1,ComicSans32.jpeg,experimental,B,,,,,0,77,77,31,,,,,,,,,,,,,,,,,,,,,,,w,1,0.6602197910005998,158.29931745900012,None,158.29931745900012,None,None,None,,,EV468,2022_Jan_31_1103,LexicalDescionTrial,2021.2.3,59.8954224725242,
vekd,non-word,None,n,comic sans,1,ComicSans76.jpeg,experimental,B,,,,,0,78,78,75,,,,,,,,,,,,,,,,,,,,,,,n,1,0.7864407080005549,159.00096845900043,None,159.00096845900043,None,None,None,,,EV468,2022_Jan_31_1103,LexicalDescionTrial,2021.2.3,59.8954224725242,
yarl,non-word,None,n,comic sans,1,ComicSans79.jpeg,experimental,B,,,,,0,79,79,78,,,,,,,,,,,,,,,,,,,,,,,n,1,1.0257084989998475,159.83291241700044,None,159.83291241700044,None,None,None,,,EV468,2022_Jan_31_1103,LexicalDescionTrial,2021.2.3,59.8954224725242,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.8857152090004,None,,,,,,
