Stimulus,Type,log_freq_HAL,correct_response,the_font,the_font2,the_jpeg,phase,set,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,which_spreadsheet,intro_text.started,intro_text.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,image_practice.started,image_practice.stopped,response_practice.keys,response_practice.corr,response_practice.started,response_practice.stopped,feedback_text.started,feedback_text.stopped,response_practice.rt,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,image_comic.started,image_comic.stopped,image_georgia.started,image_georgia.stopped,text_end.started,text_end.stopped,participant,date,expName,psychopyVersion,frameRate,
babe,word,8.059,w,comic sans,1,ComicSans2.jpeg,experimental,A,,,,,0,67,67,1,,,,,,,,,,,,,,,,,,,,,,,w,1,0.6071005829999194,124.02660670799924,None,124.02660670799924,None,None,None,,,DA682,2022_Jan_31_1313,LexicalDescionTrial,2021.2.3,59.9629280392756,
vire,non-word,None,n,georgia,2,Georgia68.jpeg,experimental,A,,,,,0,68,68,67,,,,,,,,,,,,,,,,,,,,,,,n,1,0.793169291000595,124.67550262499935,None,None,None,124.67550262499935,None,,,DA682,2022_Jan_31_1313,LexicalDescionTrial,2021.2.3,59.9629280392756,
bore,word,8.188,w,georgia,2,Georgia39.jpeg,experimental,A,,,,,0,69,69,38,,,,,,,,,,,,,,,,,,,,,,,w,1,0.6701244579999184,125.50922470799924,None,None,None,125.50922470799924,None,,,DA682,2022_Jan_31_1313,LexicalDescionTrial,2021.2.3,59.9629280392756,
hawk,word,8.188,w,georgia,2,Georgia40.jpeg,experimental,A,,,,,0,70,70,39,,,,,,,,,,,,,,,,,,,,,,,w,1,0.8701202499996725,126.21054637499947,None,None,None,126.21054637499947,None,,,DA682,2022_Jan_31_1313,LexicalDescionTrial,2021.2.3,59.9629280392756,
ebit,non-word,None,n,comic sans,1,ComicSans50.jpeg,experimental,A,,,,,0,71,71,49,,,,,,,,,,,,,,,,,,,,,,,n,1,0.6469566240011773,127.12785670799894,None,127.12785670799894,None,None,None,,,DA682,2022_Jan_31_1313,LexicalDescionTrial,2021.2.3,59.9629280392756,
keen,word,8.144,w,georgia,2,Georgia28.jpeg,experimental,A,,,,,0,72,72,27,,,,,,,,,,,,,,,,,,,,,,,w,1,0.6109899989987753,127.80799116699927,None,None,None,127.80799116699927,None,,,DA682,2022_Jan_31_1313,LexicalDescionTrial,2021.2.3,59.9629280392756,
woke,word,8.078,w,comic sans,1,ComicSans4.jpeg,experimental,A,,,,,0,73,73,3,,,,,,,,,,,,,,,,,,,,,,,w,1,0.6711648740001692,128.4592948749996,None,128.4592948749996,None,None,None,,,DA682,2022_Jan_31_1313,LexicalDescionTrial,2021.2.3,59.9629280392756,
howl,word,8.079,w,comic sans,1,ComicSans6.jpeg,experimental,A,,,,,0,74,74,5,,,,,,,,,,,,,,,,,,,,,,,w,1,0.6995231660002901,129.17675079199944,None,129.17675079199944,None,None,None,,,DA682,2022_Jan_31_1313,LexicalDescionTrial,2021.2.3,59.9629280392756,
otey,non-word,None,n,georgia,2,Georgia63.jpeg,experimental,A,,,,,0,75,75,62,,,,,,,,,,,,,,,,,,,,,,,n,1,0.5661524160004774,129.9095695420001,None,None,None,129.9095695420001,None,,,DA682,2022_Jan_31_1313,LexicalDescionTrial,2021.2.3,59.9629280392756,
yell,word,8.108,w,comic sans,1,ComicSans13.jpeg,experimental,A,,,,,0,76,76,12,,,,,,,,,,,,,,,,,,,,,,,w,1,0.7245152499999676,130.51351516700015,None,130.51351516700015,None,None,None,,,DA682,2022_Jan_31_1313,LexicalDescionTrial,2021.2.3,59.9629280392756,
poet,word,8.147,w,georgia,2,Georgia31.jpeg,experimental,A,,,,,0,77,77,30,,,,,,,,,,,,,,,,,,,,,,,w,1,0.8401246660014294,131.2780020829996,None,None,None,131.2780020829996,None,,,DA682,2022_Jan_31_1313,LexicalDescionTrial,2021.2.3,59.9629280392756,
ture,non-word,None,n,comic sans,1,ComicSans46.jpeg,experimental,A,,,,,0,78,78,45,,,,,,,,,,,,,,,,,,,,,,,n,1,0.6129608330011251,132.162049999999,None,132.162049999999,None,None,None,,,DA682,2022_Jan_31_1313,LexicalDescionTrial,2021.2.3,59.9629280392756,
hobs,non-word,None,n,georgia,2,Georgia66.jpeg,experimental,A,,,,,0,79,79,65,,,,,,,,,,,,,,,,,,,,,,,w,0,0.8694746660003148,132.80950916700021,None,None,None,132.80950916700021,None,,,DA682,2022_Jan_31_1313,LexicalDescionTrial,2021.2.3,59.9629280392756,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.6953991249993,None,,,,,,
